Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Charge per Tenure,Revenue Share,Service Count
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,80.3,526.7,3949,10.0375,0.6762105263157895,1
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.1,3021.6,2987,2.2729729729729726,0.7082105263157894,1
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,69.35,191.35,3520,17.3375,0.584,3
0,1,1,0,34,1,2,1,0,2,0,0,0,0,0,1,3,79.6,2718.3,3980,2.274285714285714,0.6703157894736842,1
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,36.45,36.45,5303,18.225,0.30694736842105264,1
1,0,0,0,22,1,0,1,0,2,2,0,2,0,0,1,2,89.4,2001.5,5438,3.8869565217391306,0.752842105263158,3
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,80.35,3825.85,5915,1.6739583333333332,0.6766315789473684,1
0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,40.65,933.3,3843,1.626,0.3423157894736842,2
1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,60.45,3184.25,5650,1.1194444444444445,0.5090526315789474,5
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.9,764.95,2656,9.433333333333334,0.7149473684210527,1
0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,73.55,145.4,5799,24.516666666666666,0.6193684210526316,1
0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,20.15,156.25,4785,2.238888888888889,0.16968421052631577,0
0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,34.7,1604.5,5995,0.7081632653061225,0.2922105263157895,2
0,1,1,0,43,1,2,1,0,0,2,2,2,2,1,1,2,107.55,4533.9,4423,2.444318181818182,0.9056842105263158,4
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,98.75,1587.55,3392,5.8088235294117645,0.8315789473684211,3
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,101.15,842.9,2750,11.238888888888889,0.8517894736842105,4
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,88.7,1761.45,4115,4.223809523809524,0.7469473684210527,2
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.75,164.5,5172,26.583333333333332,0.671578947368421,1
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,94.55,2724.6,4464,3.376785714285714,0.7962105263157895,2
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,69.05,318.5,3368,11.508333333333333,0.5814736842105263,0
1,0,1,0,52,1,2,1,0,0,2,2,0,2,2,1,0,96.25,4990.25,4751,1.8160377358490567,0.8105263157894737,3
1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,101.1,3744.05,4424,2.6605263157894736,0.8513684210526316,3
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,104.7,7220.35,6350,1.4957142857142858,0.8816842105263158,4
1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,55.25,2139.2,2810,1.3475609756097562,0.4652631578947368,2
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,90.1,521.3,5656,12.87142857142857,0.7587368421052632,2
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,608.0,3407,4.479166666666667,0.45263157894736844,1
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,89.3,577.6,5800,12.757142857142856,0.752,2
0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.2,292.85,4176,23.8,0.8016842105263158,2
0,1,0,0,5,0,1,0,0,0,0,0,2,2,0,0,2,45.7,198.0,3561,7.616666666666667,0.38484210526315793,2
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,2,74.5,609.9,3683,8.277777777777779,0.6273684210526316,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.65,79.65,2119,39.825,0.6707368421052632,1
0,1,1,0,28,1,2,1,0,0,0,2,2,2,0,1,1,101.3,2812.2,4994,3.493103448275862,0.8530526315789474,3
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,3,80.05,80.05,2943,40.025,0.6741052631578948,1
1,0,1,0,29,1,2,1,0,0,2,0,0,2,0,1,2,89.2,2698.35,5292,2.9733333333333336,0.7511578947368421,2
1,0,1,0,19,1,2,1,0,0,0,0,0,2,0,1,2,83.65,1465.75,3427,4.1825,0.704421052631579,1
0,0,1,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,146.3,5579,2.7857142857142856,0.16421052631578947,0
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,51.25,51.25,2180,25.625,0.43157894736842106,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.6,45.6,3037,22.8,0.384,0
0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,1,0,49.65,267.35,4248,7.0928571428571425,0.4181052631578947,1
1,0,1,1,15,1,0,2,1,1,1,1,1,1,0,1,2,20.0,288.05,4672,1.25,0.16842105263157894,0
0,0,1,0,25,0,1,0,0,0,0,0,2,0,0,1,0,34.0,853.0,5024,1.3076923076923077,0.2863157894736842,1
1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,934.1,2415,8.409090909090908,0.7789473684210526,4
0,0,1,0,13,1,0,1,0,0,0,0,2,2,0,0,2,88.35,1222.8,3740,6.310714285714285,0.744,2
0,0,1,0,49,1,2,1,0,2,2,2,2,2,2,1,0,107.95,5293.2,5785,2.1590000000000003,0.9090526315789474,5
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,4291,37.225,0.6269473684210527,0
0,0,0,0,37,1,0,0,0,0,0,0,2,2,0,1,2,64.75,2345.2,5554,1.7039473684210527,0.5452631578947369,2
1,0,0,0,26,1,0,1,0,2,2,0,2,0,0,0,2,89.8,2335.3,3452,3.325925925925926,0.7562105263157894,3
0,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,3,95.5,1115.15,3538,7.346153846153846,0.8042105263157895,3
0,1,0,0,10,0,1,0,0,0,0,2,0,0,0,1,2,29.65,291.4,5702,2.6954545454545453,0.2496842105263158,1
1,0,1,0,5,1,2,1,2,0,2,0,0,0,0,1,2,84.5,453.75,5141,14.083333333333334,0.7115789473684211,2
1,0,0,0,18,1,2,1,0,0,2,0,0,2,0,1,1,90.7,1597.25,2931,4.773684210526316,0.7637894736842106,2
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.3,235.5,5165,17.575,0.592,0
0,0,0,0,54,1,2,1,2,0,2,0,2,2,1,1,0,103.95,5639.05,6117,1.8900000000000001,0.8753684210526316,4
0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,799.65,5578,6.795454545454546,0.6294736842105263,0
0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8,4535,25.4,0.4277894736842105,1
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.25,144.55,5055,26.75,0.6757894736842105,1
1,0,1,0,32,1,2,1,0,0,2,0,0,0,0,1,2,78.9,2447.95,5949,2.390909090909091,0.664421052631579,1
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.75,3050.15,5272,2.2905405405405403,0.7136842105263158,1
1,0,0,0,53,1,2,1,0,0,0,0,2,0,0,0,0,85.45,4517.25,4753,1.5824074074074075,0.7195789473684211,1
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,5441,9.95,0.16757894736842105,0
1,1,0,0,12,1,2,1,0,0,2,0,2,2,0,1,2,99.45,1200.15,2819,7.65,0.8374736842105264,3
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.6,70.6,4063,35.3,0.5945263157894737,0
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,1,81.0,389.6,3718,13.5,0.6821052631578948,1
1,0,0,0,6,1,0,1,0,2,0,0,2,0,0,1,2,84.85,523.5,3420,12.12142857142857,0.7145263157894737,2
0,1,0,0,26,1,2,1,0,2,0,0,2,0,0,1,2,89.15,2277.65,4074,3.3018518518518523,0.7507368421052633,2
0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,5377,12.4,0.2088421052631579,0
1,0,0,0,64,1,2,1,0,2,0,2,2,2,1,1,1,105.65,6903.1,4870,1.6253846153846154,0.8896842105263159,4
1,0,0,0,13,1,0,1,0,0,0,0,0,2,0,1,2,80.85,1008.7,5964,5.7749999999999995,0.6808421052631578,1
0,0,1,0,9,1,0,1,0,0,0,0,2,2,0,0,2,89.45,853.1,4971,8.945,0.7532631578947369,2
1,0,0,0,10,1,2,0,0,0,0,0,2,2,0,1,1,72.15,794.25,2457,6.5590909090909095,0.6075789473684211,2
0,0,0,0,2,1,0,0,0,0,2,2,2,2,0,0,2,76.4,160.8,3005,25.46666666666667,0.6433684210526316,4
0,1,0,0,20,1,2,0,0,0,0,0,0,2,0,1,3,61.6,1174.35,3866,2.9333333333333336,0.5187368421052632,1
1,0,1,0,9,1,0,1,0,2,2,0,0,0,0,1,2,79.9,741.7,4748,7.99,0.6728421052631579,2
1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,2246,2.913636363636364,0.8096842105263158,2
0,0,1,0,70,1,2,0,2,0,2,2,0,0,2,0,1,65.3,4759.75,5591,0.9197183098591549,0.5498947368421052,3
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,5717,9.825,0.1654736842105263,0
1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,1,3,84.65,84.65,4261,42.325,0.7128421052631579,1
0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.55,69.55,5948,34.775,0.5856842105263158,0
0,0,0,0,13,0,1,0,0,2,0,0,0,0,0,1,2,31.05,347.25,5131,2.217857142857143,0.2614736842105263,1
1,0,0,0,7,1,0,0,2,0,0,0,0,0,0,1,3,51.0,354.05,3736,6.375,0.42947368421052634,1
0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,44.35,44.35,4599,22.175,0.37347368421052635,0
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,586.05,3109,9.9625,0.6711578947368422,1
1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,3092.65,5282,1.0,0.4631578947368421,1
0,1,0,0,5,1,0,1,0,0,2,0,2,0,0,1,3,84.85,415.55,3305,14.141666666666666,0.7145263157894737,2
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,5443,36.825,0.6202105263157895,0
1,0,1,0,33,1,0,0,0,0,2,2,2,2,1,1,3,73.9,2405.05,5374,2.173529411764706,0.6223157894736843,4
0,0,1,0,55,1,2,1,0,0,2,0,0,0,0,1,2,77.75,4458.15,4398,1.3883928571428572,0.6547368421052632,1
0,1,1,0,6,1,2,1,0,0,0,0,0,2,0,1,2,84.35,474.9,5721,12.049999999999999,0.7103157894736841,1
0,0,0,0,8,1,0,1,2,0,0,0,2,0,0,0,2,84.95,668.4,4437,9.43888888888889,0.7153684210526317,2
1,0,0,0,11,1,0,1,0,0,0,2,0,0,0,1,2,73.85,926.25,3634,6.154166666666666,0.6218947368421052,1
1,0,1,0,49,0,1,0,0,2,0,0,2,2,1,1,0,51.8,2541.25,5375,1.036,0.43621052631578944,3
0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,46.0,46.0,4531,23.0,0.3873684210526316,0
1,1,0,0,15,1,0,1,0,0,0,0,0,2,0,1,2,79.4,1156.1,3621,4.9625,0.6686315789473685,1
1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,1,0,71.8,1167.8,3327,4.223529411764706,0.6046315789473684,0
1,1,1,0,44,1,2,1,0,2,0,0,0,2,1,0,3,88.4,3912.9,2674,1.9644444444444447,0.744421052631579,2
0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,3,46.0,221.7,4846,7.666666666666667,0.3873684210526316,0
1,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,1,51.75,201.1,3865,10.35,0.4357894736842105,0
1,0,1,0,30,1,2,1,2,2,0,0,2,0,0,1,2,94.4,2838.7,2792,3.045161290322581,0.7949473684210526,3
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,3208,35.075,0.5907368421052632,0
1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,34.7,296.1,5352,3.47,0.2922105263157895,1
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.1,81.1,2075,40.55,0.6829473684210526,1
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.55,20.55,3797,10.275,0.17305263157894737,0
0,0,0,0,61,1,2,1,0,0,2,2,2,2,2,1,2,106.6,6428.4,4183,1.7193548387096773,0.8976842105263158,4
1,0,1,0,59,1,2,1,2,2,2,2,2,0,0,1,2,106.75,6252.9,4508,1.7791666666666666,0.8989473684210526,5
0,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,89.45,240.45,3591,22.3625,0.7532631578947369,2
0,0,0,0,3,1,0,1,0,2,0,2,2,2,0,1,2,97.9,315.3,4330,24.475,0.8244210526315789,4
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,4629,27.85,0.4690526315789474,1
1,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.8,973.45,5067,5.7,0.6719999999999999,2
0,0,1,0,18,0,1,0,0,0,2,0,2,0,0,1,2,39.05,669.85,2601,2.055263157894737,0.3288421052631579,2
0,1,1,0,3,1,0,1,0,0,0,2,2,0,0,1,3,83.9,267.4,3464,20.975,0.7065263157894738,2
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.85,69.85,5056,34.925,0.5882105263157894,0
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,3,53.55,53.55,2326,26.775,0.4509473684210526,1
0,0,1,0,70,1,2,1,2,2,2,2,0,0,2,0,0,93.9,6579.05,6173,1.3225352112676056,0.7907368421052632,4
1,0,1,0,68,1,2,1,2,2,2,2,2,2,2,1,2,113.15,7856.0,4610,1.6398550724637682,0.9528421052631579,6
0,1,1,0,26,1,0,1,0,2,0,0,0,2,0,0,2,84.95,2169.75,4316,3.1462962962962964,0.7153684210526317,2
1,0,1,0,11,1,2,1,0,2,0,0,0,0,0,1,0,80.5,896.9,5119,6.708333333333333,0.6778947368421052,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,4266,9.65,0.16252631578947369,0
1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,49.65,49.65,5338,24.825,0.4181052631578947,1
0,0,0,0,46,1,0,0,0,0,2,2,0,0,2,0,1,54.35,2460.15,2793,1.1563829787234043,0.4576842105263158,2
1,0,0,0,4,1,0,1,0,0,0,0,2,2,0,1,2,88.45,370.65,2456,17.69,0.744842105263158,2
1,1,0,0,22,1,2,1,0,0,0,2,2,0,0,1,0,90.5,1910.6,5014,3.9347826086956523,0.7621052631578947,2
1,0,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,94.85,890.6,3016,9.485,0.7987368421052631,4
1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.95,529.5,3296,8.74375,0.5890526315789474,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,48.6,48.6,4207,24.3,0.40926315789473683,1
0,1,0,0,40,0,1,0,2,2,0,0,2,2,0,1,2,55.8,2109.35,4272,1.3609756097560974,0.46989473684210525,4
1,0,1,0,29,1,2,1,0,2,0,0,0,0,0,1,0,80.15,2265.25,5189,2.671666666666667,0.6749473684210526,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.5,220.6,5948,18.875,0.6357894736842106,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.2,20.2,5394,10.1,0.17010526315789473,0
0,0,1,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.75,229.5,3972,18.6875,0.6294736842105263,0
1,0,0,0,23,1,2,1,0,0,2,2,2,2,0,1,3,104.05,2470.1,5963,4.335416666666666,0.8762105263157894,4
0,0,0,0,13,1,2,1,2,2,0,0,2,0,0,1,2,96.65,1244.5,2110,6.903571428571429,0.8138947368421053,3
1,1,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,3491,10.025,0.1688421052631579,0
0,0,0,0,39,1,2,1,0,2,2,0,2,2,0,1,2,103.45,3994.45,4811,2.58625,0.8711578947368421,4
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,19.9,19.9,4633,9.95,0.16757894736842105,0
1,0,1,0,14,0,1,0,0,0,0,0,2,2,0,0,2,46.35,667.7,5360,3.0900000000000003,0.3903157894736842,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.95,19.95,2051,9.975,0.16799999999999998,0
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.6,79.6,2199,39.8,0.6703157894736842,1
1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,3389,37.95,0.6391578947368421,1
1,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2,76.2,5973,38.1,0.6416842105263159,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,19.25,19.25,5437,9.625,0.16210526315789472,0
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,2514,1.9604651162790696,0.7098947368421052,2
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.0,522.95,3735,9.875,0.6652631578947369,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.25,70.25,4133,35.125,0.5915789473684211,0
0,1,0,0,10,1,0,1,0,0,2,0,0,2,0,1,1,84.6,865.55,3320,7.6909090909090905,0.712421052631579,2
0,0,1,1,17,1,2,2,1,1,1,1,1,1,0,0,3,24.1,409.9,4648,1.338888888888889,0.20294736842105265,0
0,0,0,1,1,1,0,0,2,2,0,2,0,0,0,1,2,60.0,60.0,4531,30.0,0.5052631578947369,3
1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,1,2,86.55,649.65,4193,9.616666666666667,0.7288421052631578,1
0,1,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.85,20.85,3817,10.425,0.17557894736842106,0
0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,2,50.75,2011.4,4119,1.26875,0.42736842105263156,3
0,1,1,0,58,1,0,1,2,2,0,2,2,2,1,1,1,105.5,6205.5,5067,1.7881355932203389,0.888421052631579,5
1,1,0,0,6,1,0,1,2,0,0,0,2,0,0,1,0,85.15,503.6,5831,12.164285714285715,0.7170526315789474,2
1,0,1,0,22,1,0,0,2,0,0,2,0,0,0,1,2,54.2,1152.7,5102,2.356521739130435,0.45642105263157895,2
0,0,1,0,70,1,2,1,0,2,2,2,2,2,1,1,2,109.5,7674.55,4191,1.5422535211267605,0.9221052631578948,5
1,0,1,0,21,1,2,1,0,2,2,0,2,2,0,0,2,104.4,2157.95,3796,4.745454545454546,0.8791578947368421,4
1,1,1,0,71,1,2,1,2,2,0,0,2,2,0,1,1,105.1,7548.1,5725,1.4597222222222221,0.8850526315789473,4
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,75.7,75.7,4884,37.85,0.6374736842105263,1
0,1,1,0,20,1,2,1,0,0,2,0,2,0,0,0,2,90.8,1951.0,2312,4.3238095238095235,0.7646315789473684,2
0,0,1,0,4,1,2,1,0,2,0,0,2,2,0,1,2,97.95,384.5,2570,19.59,0.8248421052631579,3
1,0,0,0,32,1,2,1,2,2,0,2,2,2,0,1,1,108.15,3432.9,2541,3.2772727272727273,0.9107368421052632,5
1,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,1,80.5,463.05,2181,11.5,0.6778947368421052,1
0,1,1,0,27,1,2,1,2,0,0,2,2,2,0,1,0,104.3,2867.75,3444,3.725,0.8783157894736842,4
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,71.35,71.35,5730,35.675,0.6008421052631578,0
0,0,0,0,13,1,2,1,0,2,2,2,0,0,0,0,2,89.4,1132.35,2226,6.385714285714286,0.752842105263158,3
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.6,20.6,3618,10.3,0.17347368421052634,0
1,0,0,0,19,1,2,1,0,2,0,0,2,2,0,1,2,99.95,1931.75,3670,4.9975000000000005,0.8416842105263158,3
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,1,81.0,818.05,2946,7.363636363636363,0.6821052631578948,1
0,1,1,0,13,1,0,1,0,0,0,0,0,0,0,1,2,70.15,916.75,5101,5.010714285714286,0.5907368421052632,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.15,70.15,5773,35.075,0.5907368421052632,0
0,1,1,0,68,1,2,1,2,2,0,0,0,2,1,1,1,96.55,6581.9,5957,1.3992753623188405,0.8130526315789474,3
0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,3692.85,2767,2.38875,0.8046315789473684,4
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,4741,34.825,0.5865263157894738,0
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,89.3,3067,44.65,0.752,2
0,0,0,0,36,1,0,1,0,0,2,2,0,2,0,1,2,87.55,3078.1,2558,2.366216216216216,0.7372631578947368,3
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,2933,6.01875,0.8109473684210526,4
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,85.2,474.8,4109,14.200000000000001,0.7174736842105264,1
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,446.1,3104,2.507142857142857,0.29557894736842105,1
1,0,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.3,416.3,3819,13.549999999999999,0.6846315789473684,1
0,0,0,1,2,1,0,2,1,1,1,1,1,1,0,1,2,19.6,35.85,2843,6.533333333333334,0.16505263157894737,0
0,0,1,0,17,1,2,1,0,0,0,0,0,2,0,1,2,85.45,1451.6,3670,4.747222222222223,0.7195789473684211,1
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,71.0,71.0,4207,35.5,0.5978947368421053,0
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,85.05,746.5,5095,8.504999999999999,0.7162105263157894,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,44.4,44.4,4067,22.2,0.3738947368421052,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,4962,35.15,0.592,0
0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,79.35,79.35,3492,39.675,0.6682105263157895,1
0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,809.75,2578,9.08,0.7646315789473684,2
1,0,1,0,20,1,0,1,0,0,0,0,0,0,0,1,2,70.45,1470.95,4773,3.354761904761905,0.5932631578947368,0
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,3264.45,5824,0.6373239436619719,0.38105263157894737,2
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,75.8,246.3,5475,18.95,0.6383157894736842,0
1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2,3684,3.395238095238095,0.600421052631579,0
1,1,1,0,21,1,0,1,0,0,0,0,0,0,0,1,2,69.1,1474.75,3853,3.1409090909090907,0.5818947368421052,0
0,0,1,0,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,4041,4.902777777777778,0.7431578947368421,2
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,70.0,153.05,2928,23.333333333333332,0.5894736842105263,0
0,0,0,0,21,1,2,1,0,0,0,0,2,2,0,1,2,97.35,2119.5,4321,4.425,0.8197894736842105,2
1,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,0,25.9,135.0,2102,4.316666666666666,0.21810526315789472,0
1,0,0,0,24,1,2,0,2,0,0,0,0,0,0,1,0,55.65,1400.55,4126,2.226,0.4686315789473684,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.65,69.65,2418,34.825,0.5865263157894738,0
0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,100.6,1060.2,4001,9.145454545454545,0.8471578947368421,3
0,1,0,0,1,1,0,1,0,2,0,0,0,2,0,1,2,86.0,86.0,5359,43.0,0.7242105263157895,2
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,1,106.95,5785.5,5550,1.9805555555555556,0.9006315789473684,4
1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,1,2,29.6,79.45,2734,7.4,0.24926315789473685,1
1,1,1,0,46,0,1,0,0,2,2,2,2,2,1,1,0,59.9,2816.65,4011,1.274468085106383,0.5044210526315789,5
0,0,1,0,49,1,2,1,0,0,0,0,2,2,0,1,2,95.6,4783.5,5732,1.912,0.8050526315789474,2
1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,470.6,3119,3.466666666666667,0.35031578947368425,2
1,0,0,0,45,1,2,1,0,2,0,0,2,2,0,1,1,100.85,4740.0,4898,2.192391304347826,0.8492631578947368,3
1,0,1,1,37,0,1,0,2,2,2,0,0,0,0,0,0,40.2,1448.8,3627,1.0578947368421054,0.33852631578947373,3
1,0,1,0,49,1,2,1,0,0,0,0,2,0,0,0,2,84.5,4254.85,4639,1.69,0.7115789473684211,1
0,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,78.95,1101.85,5203,5.263333333333334,0.6648421052631579,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,5418,10.1,0.17010526315789473,0
0,1,0,0,47,1,2,1,0,2,2,0,0,0,0,1,0,85.2,3969.35,4661,1.7750000000000001,0.7174736842105264,2
1,1,1,0,13,1,0,1,0,2,2,0,2,2,0,1,2,98.0,1237.85,3714,7.0,0.8252631578947368,4
1,0,1,0,5,1,0,1,0,0,2,0,2,2,0,1,2,94.45,498.1,4580,15.741666666666667,0.7953684210526316,3
1,1,0,0,3,1,2,1,0,2,2,0,2,2,0,1,2,105.0,294.45,5960,26.25,0.8842105263157894,4
0,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,93.85,2381.55,2591,3.475925925925926,0.7903157894736842,3
0,1,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,84.0,613.4,4819,9.333333333333334,0.7073684210526315,1
0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,442.2,4359,4.875,0.4105263157894737,3
1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,84.85,84.85,3086,42.425,0.7145263157894737,2
1,0,0,0,12,1,0,0,2,0,0,2,0,0,0,0,3,56.65,654.85,3043,4.357692307692307,0.47705263157894734,2
0,0,0,0,42,1,0,0,2,2,2,2,0,2,1,0,1,73.9,3160.55,2774,1.7186046511627908,0.6223157894736843,5
0,0,1,0,33,1,2,2,1,1,1,1,1,1,2,1,3,24.5,740.3,5194,0.7205882352941176,0.2063157894736842,0
0,0,0,0,31,1,2,1,0,0,2,0,0,2,0,1,2,89.9,2806.9,2031,2.809375,0.7570526315789474,2
